cellid,RBG,SLX,plate_sorted,plate_rearranged,well_sorted,well_rearranged,set_index,CI_index,index,mouse_platelabel,sort_method,sample.name,population,expdate,timepoint_tx_days,biosample_id,mouse_id,sex,start_age,tom,batch,countfolder,sample_id
SLX19982.i718_i517,RBG36712,SLX19982,plate5,plate5,D2,D2,setD,i718_i517,N718-S517,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i719_i517,RBG36713,SLX19982,plate5,plate5,D3,D3,setD,i719_i517,N719-S517,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i720_i517,RBG36714,SLX19982,plate5,plate5,D4,D4,setD,i720_i517,N720-S517,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i721_i517,RBG36715,SLX19982,plate5,plate5,D5,D5,setD,i721_i517,N721-S517,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i722_i517,RBG36716,SLX19982,plate5,plate5,D6,D6,setD,i722_i517,N722-S517,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i723_i517,RBG36717,SLX19982,plate5,plate5,D7,D7,setD,i723_i517,N723-S517,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i724_i517,RBG36718,SLX19982,plate5,plate5,D8,D8,setD,i724_i517,N724-S517,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i726_i517,RBG36719,SLX19982,plate5,plate5,D9,D9,setD,i726_i517,N726-S517,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i727_i517,RBG36720,SLX19982,plate5,plate5,D10,D10,setD,i727_i517,N727-S517,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i728_i517,RBG36721,SLX19982,plate5,plate5,D11,D11,setD,i728_i517,N728-S517,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i729_i517,RBG36722,SLX19982,plate5,plate5,D12,D12,setD,i729_i517,N729-S517,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i716_i518,RBG36723,SLX19982,plate5,plate5,E1,E1,setD,i716_i518,N716-S518,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i718_i518,RBG36724,SLX19982,plate5,plate5,E2,E2,setD,i718_i518,N718-S518,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i719_i518,RBG36725,SLX19982,plate5,plate5,E3,E3,setD,i719_i518,N719-S518,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i720_i518,RBG36726,SLX19982,plate5,plate5,E4,E4,setD,i720_i518,N720-S518,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i721_i518,RBG36727,SLX19982,plate5,plate5,E5,E5,setD,i721_i518,N721-S518,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i722_i518,RBG36728,SLX19982,plate5,plate5,E6,E6,setD,i722_i518,N722-S518,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i723_i518,RBG36729,SLX19982,plate5,plate5,E7,E7,setD,i723_i518,N723-S518,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i724_i518,RBG36730,SLX19982,plate5,plate5,E8,E8,setD,i724_i518,N724-S518,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i726_i518,RBG36731,SLX19982,plate5,plate5,E9,E9,setD,i726_i518,N726-S518,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i727_i518,RBG36732,SLX19982,plate5,plate5,E10,E10,setD,i727_i518,N727-S518,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i728_i518,RBG36733,SLX19982,plate5,plate5,E11,E11,setD,i728_i518,N728-S518,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i729_i518,RBG36734,SLX19982,plate5,plate5,E12,E12,setD,i729_i518,N729-S518,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i716_i520,RBG36735,SLX19982,plate5,plate5,F1,F1,setD,i716_i520,N716-S520,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i718_i520,RBG36736,SLX19982,plate5,plate5,F2,F2,setD,i718_i520,N718-S520,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i719_i520,RBG36737,SLX19982,plate5,plate5,F3,F3,setD,i719_i520,N719-S520,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i720_i520,RBG36738,SLX19982,plate5,plate5,F4,F4,setD,i720_i520,N720-S520,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i721_i520,RBG36739,SLX19982,plate5,plate5,F5,F5,setD,i721_i520,N721-S520,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i722_i520,RBG36740,SLX19982,plate5,plate5,F6,F6,setD,i722_i520,N722-S520,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i723_i520,RBG36741,SLX19982,plate5,plate5,F7,F7,setD,i723_i520,N723-S520,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i724_i520,RBG36742,SLX19982,plate5,plate5,F8,F8,setD,i724_i520,N724-S520,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i726_i520,RBG36743,SLX19982,plate5,plate5,F9,F9,setD,i726_i520,N726-S520,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i727_i520,RBG36744,SLX19982,plate5,plate5,F10,F10,setD,i727_i520,N727-S520,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i728_i520,RBG36745,SLX19982,plate5,plate5,F11,F11,setD,i728_i520,N728-S520,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i729_i520,RBG36746,SLX19982,plate5,plate5,F12,F12,setD,i729_i520,N729-S520,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i716_i521,RBG36747,SLX19982,plate5,plate5,G1,G1,setD,i716_i521,N716-S521,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i718_i521,RBG36748,SLX19982,plate5,plate5,G2,G2,setD,i718_i521,N718-S521,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i719_i521,RBG36749,SLX19982,plate5,plate5,G3,G3,setD,i719_i521,N719-S521,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i720_i521,RBG36750,SLX19982,plate5,plate5,G4,G4,setD,i720_i521,N720-S521,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i721_i521,RBG36751,SLX19982,plate5,plate5,G5,G5,setD,i721_i521,N721-S521,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i722_i521,RBG36752,SLX19982,plate5,plate5,G6,G6,setD,i722_i521,N722-S521,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i723_i521,RBG36753,SLX19982,plate5,plate5,G7,G7,setD,i723_i521,N723-S521,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i724_i521,RBG36754,SLX19982,plate5,plate5,G8,G8,setD,i724_i521,N724-S521,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i726_i521,RBG36755,SLX19982,plate5,plate5,G9,G9,setD,i726_i521,N726-S521,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i727_i521,RBG36756,SLX19982,plate5,plate5,G10,G10,setD,i727_i521,N727-S521,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i728_i521,RBG36757,SLX19982,plate5,plate5,G11,G11,setD,i728_i521,N728-S521,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i729_i521,RBG36758,SLX19982,plate5,plate5,G12,G12,setD,i729_i521,N729-S521,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i716_i522,RBG36759,SLX19982,plate5,plate5,H1,H1,setD,i716_i522,N716-S522,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i718_i522,RBG36760,SLX19982,plate5,plate5,H2,H2,setD,i718_i522,N718-S522,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i719_i522,RBG36761,SLX19982,plate5,plate5,H3,H3,setD,i719_i522,N719-S522,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i720_i522,RBG36762,SLX19982,plate5,plate5,H4,H4,setD,i720_i522,N720-S522,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i721_i522,RBG36763,SLX19982,plate5,plate5,H5,H5,setD,i721_i522,N721-S522,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i722_i522,RBG36764,SLX19982,plate5,plate5,H6,H6,setD,i722_i522,N722-S522,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i723_i522,RBG36765,SLX19982,plate5,plate5,H7,H7,setD,i723_i522,N723-S522,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i724_i522,RBG36766,SLX19982,plate5,plate5,H8,H8,setD,i724_i522,N724-S522,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i726_i522,RBG36767,SLX19982,plate5,plate5,H9,H9,setD,i726_i522,N726-S522,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i727_i522,RBG36768,SLX19982,plate5,plate5,H10,H10,setD,i727_i522,N727-S522,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i728_i522,RBG36769,SLX19982,plate5,plate5,H11,H11,setD,i728_i522,N728-S522,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX19982.i729_i522,RBG36770,SLX19982,plate5,plate5,H12,H12,setD,i729_i522,N729-S522,mouse2_46f,purity,mouse2_46f_3d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210210,3,3d7d_SS2_146814.46f,146814.46f,female,young,pos,3d7d,./data/SS2/3d7d,3d7d_SS2
SLX20544.i701_i502,RBG39161,SLX20544,plate3,plate3,A1,A1,setA,i701_i502,N701-S502,plate3_66h,purity,mouse1_66h_12d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210512,12,2w4w_SS2_146818.66h,146818.66h,female,young,pos,2w4w,./data/SS2/2w4w,2w4w_SS2
SLX20544.i702_i502,RBG39162,SLX20544,plate3,plate3,A2,A2,setA,i702_i502,N702-S502,plate3_66h,purity,mouse1_66h_12d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210512,12,2w4w_SS2_146818.66h,146818.66h,female,young,pos,2w4w,./data/SS2/2w4w,2w4w_SS2
SLX20544.i703_i502,RBG39163,SLX20544,plate3,plate3,A3,A3,setA,i703_i502,N703-S502,plate3_66h,purity,mouse1_66h_12d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210512,12,2w4w_SS2_146818.66h,146818.66h,female,young,pos,2w4w,./data/SS2/2w4w,2w4w_SS2
SLX20544.i704_i502,RBG39164,SLX20544,plate3,plate3,A4,A4,setA,i704_i502,N704-S502,plate3_66h,purity,mouse1_66h_12d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210512,12,2w4w_SS2_146818.66h,146818.66h,female,young,pos,2w4w,./data/SS2/2w4w,2w4w_SS2
SLX20544.i705_i502,RBG39165,SLX20544,plate3,plate3,A5,A5,setA,i705_i502,N705-S502,plate3_66h,purity,mouse1_66h_12d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210512,12,2w4w_SS2_146818.66h,146818.66h,female,young,pos,2w4w,./data/SS2/2w4w,2w4w_SS2
SLX20544.i706_i502,RBG39166,SLX20544,plate3,plate3,A6,A6,setA,i706_i502,N706-S502,plate3_66h,purity,mouse1_66h_12d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210512,12,2w4w_SS2_146818.66h,146818.66h,female,young,pos,2w4w,./data/SS2/2w4w,2w4w_SS2
SLX20544.i707_i502,RBG39167,SLX20544,plate3,plate3,A7,A7,setA,i707_i502,N707-S502,plate3_66h,purity,mouse1_66h_12d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210512,12,2w4w_SS2_146818.66h,146818.66h,female,young,pos,2w4w,./data/SS2/2w4w,2w4w_SS2
SLX20544.i710_i502,RBG39168,SLX20544,plate3,plate3,A8,A8,setA,i710_i502,N710-S502,plate3_66h,purity,mouse1_66h_12d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210512,12,2w4w_SS2_146818.66h,146818.66h,female,young,pos,2w4w,./data/SS2/2w4w,2w4w_SS2
SLX20544.i711_i502,RBG39169,SLX20544,plate3,plate3,A9,A9,setA,i711_i502,N711-S502,plate3_66h,purity,mouse1_66h_12d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210512,12,2w4w_SS2_146818.66h,146818.66h,female,young,pos,2w4w,./data/SS2/2w4w,2w4w_SS2
SLX20544.i712_i502,RBG39170,SLX20544,plate3,plate3,A10,A10,setA,i712_i502,N712-S502,plate3_66h,purity,mouse1_66h_12d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210512,12,2w4w_SS2_146818.66h,146818.66h,female,young,pos,2w4w,./data/SS2/2w4w,2w4w_SS2
SLX20544.i714_i502,RBG39171,SLX20544,plate3,plate3,A11,A11,setA,i714_i502,N714-S502,plate3_66h,purity,mouse1_66h_12d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210512,12,2w4w_SS2_146818.66h,146818.66h,female,young,pos,2w4w,./data/SS2/2w4w,2w4w_SS2
SLX20544.i715_i502,RBG39172,SLX20544,plate3,plate3,A12,A12,setA,i715_i502,N715-S502,plate3_66h,purity,mouse1_66h_12d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210512,12,2w4w_SS2_146818.66h,146818.66h,female,young,pos,2w4w,./data/SS2/2w4w,2w4w_SS2
SLX20544.i701_i503,RBG39173,SLX20544,plate3,plate3,B1,B1,setA,i701_i503,N701-S503,plate3_66h,purity,mouse1_66h_12d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210512,12,2w4w_SS2_146818.66h,146818.66h,female,young,pos,2w4w,./data/SS2/2w4w,2w4w_SS2
SLX20544.i702_i503,RBG39174,SLX20544,plate3,plate3,B2,B2,setA,i702_i503,N702-S503,plate3_66h,purity,mouse1_66h_12d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210512,12,2w4w_SS2_146818.66h,146818.66h,female,young,pos,2w4w,./data/SS2/2w4w,2w4w_SS2
SLX20544.i703_i503,RBG39175,SLX20544,plate3,plate3,B3,B3,setA,i703_i503,N703-S503,plate3_66h,purity,mouse1_66h_12d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210512,12,2w4w_SS2_146818.66h,146818.66h,female,young,pos,2w4w,./data/SS2/2w4w,2w4w_SS2
SLX20544.i704_i503,RBG39176,SLX20544,plate3,plate3,B4,B4,setA,i704_i503,N704-S503,plate3_66h,purity,mouse1_66h_12d_Linneg_Kit+_OR_Sca1+_Tom+,Linneg_Kit+_OR_Sca1+_Tom+,20210512,12,2w4w_SS2_146818.66h,146818.66h,female,young,pos,2w4w,./data/SS2/2w4w,2w4w_SS2
